 6210 ; Почтовая карточка. Екатеринодар. Обелиск 200-летия Кубанского Казачьего войска ;  ;  ;  ;  ; 51 ; BIL ; 989 
 6211 ; Почтовая карточка. Урал. Отправка чугуна в магазин ;  ;  ;  ;  ; 48 ; flutter ; 558 
 6212 ; Почтовая карточка. Урал. Рабочие при плавлении чугуна ;  ;  ;  ;  ; 40 ; flutter ; 582 
 6213 ; Почтовая карточка. Карта театра военных действий Русско-Японской война ;  ;  ;  ;  ; 51 ; LEXX ; 995 
 6214 ; Почтовая карточка. Русско-Японская война. Ворота Порт-Артура ;  ;  ;  ;  ; 48 ; LEXX ; 906 
 6215 ; Почтовая карточка. Урал. Промывка платиновых песков ;  ;  ;  ;  ; 28 ; Брянский ; 408 
 6216 ; Почтовая карточка. Тула. Императорский Оружейный завод ;  ;  ;  ;  ; 40 ; trial ; 694 
 6217 ; Почтовая карточка. Пермь ;  ;  ;  ;  ; 65 ; andyMac ; 861 
 6218 ; Почтовая карточка. Екатеринодар. Угол Красной и Екатериниской ул. ;  ;  ;  ;  ; 49 ; RAPAN ; 1007 
 6219 ; Почтовая карточка из Лагеря Военнопленных в Петропавловске ; 1916 ;  ;  ;  ; 19 ; Брянский ; 239 
 5505 ; 100 франков. Руанда ; 1989 ;  ;  ; AU ; 20 ; 1gold ; 163 
 5506 ; 50 франков. Руанда ; 1971 ;  ;  ; XF+ ; 19 ; alesjane ; 567 
 5507 ; 200 рублей ;  ;  ;  ; AU ; 11 ; kvs ; 227 
 5508 ; 50 геллеров. Лагерь для военнопленных "Бракс" ; 1916 ;  ;  ;  ; 31 ; Майкл ; 1428 
 5509 ; 1 крона. Лагерь для военнопленных Реченберг ; 1916 ;  ;  ;  ; 43 ; Dzmitry ; 1408 
 5510 ; 50 пфеннигов ; 1917 ;  ;  ;  ; 25 ; Майкл ; 228 
 5511 ; 2000 фунтов. Сирия ;  ;  ;  ; AU ; 17 ; PK101975 ; 145 
 5512 ; 5000 фунтов. Сирия ;  ;  ;  ; AU ; 21 ; Ильдэбород ; 214 
 5513 ; Лот бон Сирии (2 штуки) ;  ;  ;  ; AU ; 51 ; ARNO ; 228 
 5514 ; Лот иностранных бон (2 штуки) Иран ;  ;  ;  ; AU ; 14 ; РВК ; 160 
 5515 ; 5 млн. марок. Германия ; 1923 ;  ;  ;  ; 9 ; Alex129 ; 155 
 5516 ; 100 марок. Германия ; 1922 ;  ;  ;  ; 27 ; Alex129 ; 260 
 5517 ; 100 марок. Бремен ;  ;  ;  ;  ; 21 ; Alex129 ; 283 
 5518 ; 200000 марок. Бремен ; 1923 ;  ;  ;  ; 11 ; Alex129 ; 206 
 5519 ; 500000 марок. Бремен ; 1923 ;  ;  ;  ; 15 ; Alex129 ; 226 
 5520 ; 1 млн. марок. Бремен ; 1923 ;  ;  ;  ; 32 ; Alex129 ; 319 
 5521 ; 5 млн. марок. Бремен ; 1923 ;  ;  ;  ; 32 ; Alex129 ; 319 
 5522 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; XF+ ; 26 ; Markgraf ; 94 
 5523 ; 1 марка. Германия ; 1920 ;  ;  ;  ; 11 ; hummer ; 74 
 5524 ; 10 марок. Берлин ; 1906 ;  ;  ;  ; 20 ; SKeeper ; 181 
 5525 ; 5 марок. Берлин ; 1904 ;  ;  ;  ; 30 ; kompman ; 431 
 5526 ; 20 марок. Германия ; 1915 ;  ;  ;  ; 29 ; kompman ; 354 
 5527 ; 50 марок. Германия ; 1919 ;  ;  ;  ; 11 ; SKeeper ; 51 
 5528 ; 50 марок. Германия ; 1914 ;  ;  ;  ; 20 ; Alexdav ; 102 
 5529 ; 20 копеек. Познань ; 1916 ;  ;  ;  ; 33 ; hummer ; 300 
 5530 ; 1 рубль. Познань ; 1916 ;  ;  ;  ; 23 ; hummer ; 209 
 5531 ; 50 копеек. Познань ; 1916 ;  ;  ;  ; 13 ; hummer ; 200 
 5532 ; 1000 марок. Германия ; 1910 ;  ;  ;  ; 18 ; Хемуль ; 153 
 5533 ; 50 крон ; 1943 ;  ;  ; XF ; 32 ; Четырехлистник ; 1255 
 5534 ; 100 фунтов. Ирландия ;  ;  ;  ; XF ; 29 ; Хим Химыч ; 2601 
 5535 ; 100 динар. Югославия ; 1953 ;  ;  ;  ; 48 ; Хемуль ; 2222 
 5536 ; 1000 песет. Испания ; 1949 ;  ;  ;  ; 39 ; Хемуль ; 2015 
 5537 ; 25 песет. Испания ; 1931 ;  ;  ;  ; 34 ; дитрих11 ; 357 
 5538 ; 50 песет. Испания ; 1935 ;  ;  ;  ; 20 ; SKeeper ; 390 
 5539 ; 100 песет. Испания ; 1953 ;  ;  ;  ; 32 ; Хемуль ; 315 
 5540 ; 200 шиллингов. Танзания ;  ;  ;  ;  ; 21 ; dimon-2007 ; 204 
 5541 ; 1000 шиллингов. Танзания ;  ;  ;  ;  ; 11 ; alesjane ; 328 
 5542 ; 2 доллара. Сингапур ;  ;  ;  ;  ; 8 ; SKeeper ; 97 
 5543 ; 50 шиллингов. Уганда ; 1987 ;  ;  ;  ; 22 ; SKeeper ; 90 
 5544 ; 1000 шиллингов. Уганда ; 2000 ;  ;  ;  ; 24 ; SKeeper ; 105 
 5545 ; 100 шиллингов. Кения ; 1990 ;  ;  ;  ; 13 ; SKeeper ; 170 
 5546 ; 50 шиллингов. Кения ; 1986 ;  ;  ;  ; 17 ; SKeeper ; 69 
 5547 ; 50 шиллингов. Кения ; 1998 ;  ;  ;  ; 27 ; SKeeper ; 101 
 5548 ; 20 долларов. Гонконг ; 1997 ;  ;  ;  ; 20 ; SKeeper ; 306 
 5549 ; 20 долларов. Гонконг ; 1999 ;  ;  ;  ; 63 ; Capt2 ; 404 
 5550 ; 10 долларов. Гонконг ; 1992 ;  ;  ;  ; 19 ; Markgraf ; 143 
 5551 ; 50 франков. Франция ; 1993 ;  ;  ;  ; 50 ; Хемуль ; 359 
 5552 ; 10 марок. Финляндия ; 1980 ;  ;  ;  ; 21 ; tss ; 510 
 5553 ; 10 марок. Финляндия ; 1963 ;  ;  ;  ; 27 ; tss ; 354 
 5554 ; Лот бон Болгарии (3 штуки) ;  ;  ;  ; AU ; 27 ; ИНТА ; 231 
 5455 ; Бона иностранная. Азия ;  ;  ;  ;  ; 17 ; Andre2007 ; 111 
 5456 ; 5 песо. Куба ;  ;  ;  ; AU ; 33 ; marconi605 ; 518 
 5457 ; 5 долларов. Гонконг ; 1975 ;  ;  ;  ; 31 ; Capt2 ; 253 
 5458 ; 10 шиллингов. Кения ; 1989 ;  ;  ; XF ; 22 ; Andre2007 ; 145 
 5459 ; 500 франков ;  ;  ;  ; XF+ ; 40 ; SKeeper ; 671 
 5460 ; 3 доллара. О-ва Кука ;  ;  ;  ; AU ; 37 ; Alexim ; 497 
 5461 ; 1 песо. Куба ;  ;  ;  ; XF ; 67 ; Capt2 ; 1150 
 5462 ; 500 эскудо. Кабо-Верде ;  ;  ;  ;  ; 27 ; SKeeper ; 658 
 5463 ; 10000 донг. Вьетнам ; 1993 ;  ;  ;  ; 26 ; SKeeper ; 104 
 5464 ; 200000 донг. Вьетнам ;  ;  ;  ;  ; 29 ; SKeeper ; 641 
 5465 ; 3 доллара. Багамы ;  ;  ;  ; XF+ ; 14 ; SKeeper ; 294 
 5466 ; 5 юаней ; 1935 ;  ;  ;  ; 27 ; Ильдэбород ; 324 
 5467 ; 20 франков. Франция ; 1948 ;  ;  ;  ; 56 ; SCI ; 490 
 5468 ; 25 крон. Исландия ; 1961 ;  ;  ;  ; 31 ; SCI ; 471 
 5469 ; 5000 седи. Гана ; 1999 ;  ;  ; AU ; 35 ; Happy Lady ; 403 
 5470 ; 100 экю. Гвинея ; 1975 ;  ;  ; XF ; 26 ; Alexim ; 487 
 5471 ; 5 крон. Норвегия ; 1960 ;  ;  ;  ; 17 ; SKeeper ; 910 
 5472 ; 500 леоне. Сьерра- Леоне ; 1998 ;  ;  ; AU ; 23 ; ARNO ; 235 
 5473 ; 40 долларов. Соломоновы о-ва ;  ;  ;  ; AU ; 26 ; пмт79 ; 722 
 5474 ; 20 долларов. Гонконг ; 2003 ;  ;  ; XF+ ; 36 ; top1 ; 408 
 5475 ; 500 песо ; 1990 ;  ;  ; AU ; 24 ; Alexim ; 164 
 5476 ; 5 риалов. Саудовская Аравия ; 2007 ;  ;  ; AU ; 30 ; Alexim ; 230 
 5477 ; 10 долларов. Фиджи ;  ;  ;  ; AU ; 23 ; Alexim ; 925 
 5478 ; 5 даласи. Гамбия ;  ;  ;  ; XF ; 39 ; Хим Химыч ; 976 
 5479 ; 10 динар. Кувейт ;  ;  ;  ; XF ; 30 ; SKeeper ; 270 
 5480 ; 5 дирхам. Арабские Эмираты ;  ;  ;  ; AU ; 35 ; ivlian ; 655 
 5481 ; 3 доллара. Багамы ;  ;  ;  ; AU ; 33 ; SKeeper ; 327 
 5482 ; 500 эскудо. Кабо-Верде ;  ;  ;  ; XF ; 12 ; танкер Дербент ; 944 
 5483 ; Сувенирная бона Гознака "Доброе, мудрое, вечное…" ;  ;  ;  ; AU ; 28 ; alesjane ; 455 
 5484 ; 1 юань ;  ;  ;  ; XF ; 31 ; Хим Химыч ; 714 
 5485 ; 50 тамбала. Малави ;  ;  ;  ; XF ; 29 ; SS2008 ; 1024 
 5486 ; 1 квача. Малави ; 1992 ;  ;  ; AU ; 19 ; ARNO ; 237 
 5487 ; 5 риалов. Саудовская Аравия ;  ;  ;  ;  ; 22 ; alesjane ; 1372 
 5488 ; 50 сентимо ;  ;  ;  ;  ; 35 ; Happy Lady ; 306 
 5489 ; 1/2 динара. Тунис ; 1965 ;  ;  ;  ; 47 ; Папа Свин ; 1244 
 5490 ; 1/2 динара. Бахрейн ;  ;  ;  ;  ; 37 ; stabah ; 832 
 5491 ; 10 крон. Исландия ; 1957 ;  ;  ;  ; 24 ; SCI ; 430 
 5492 ; 1 тала. Самоа ;  ;  ;  ; AU ; 33 ; alov ; 576 
 5493 ; 10 долларов. Сингапур ;  ;  ;  ; AU ; 30 ; SS2008 ; 554 
 5494 ; 10 седи. Гана ; 1979 ;  ;  ; XF ; 19 ; Хим Химыч ; 727 
 5495 ; 200 эскудо. Кабо-Верде ;  ;  ;  ; AU ; 26 ; SKeeper ; 283 
 5496 ; Бона иностранная. Азия ;  ;  ;  ; XF ; 24 ; Хим Химыч ; 182 
 5497 ; 20 франков. Алжир ; 1932 ;  ;  ;  ; 3 ; Ринго-2021 ; 207 
 5498 ; 20 франков. Алжир ; 1929 ;  ;  ;  ; 5 ; stabah ; 306 
 5499 ; 5 франков. Алжир ; 1941 ;  ;  ;  ; 9 ; SKeeper ; 177 
 5500 ; 5 франков. Алжир ; 1940 ;  ;  ;  ; 20 ; kompman ; 403 
 5501 ; 500 франков. Руанда ; 1998 ;  ;  ; AU ; 28 ; 1gold ; 206 
 5502 ; 5000 франков. Руанда ; 1988 ;  ;  ; AU ; 31 ; 1gold ; 310 
 5503 ; 1000 франков. Руанда ; 1988 ;  ;  ; XF ; 25 ; 1gold ; 217 
 5504 ; 500 франков. Руанда ; 1981 ;  ;  ;  ; 31 ; Bender Rodrigues ; 1203 
 5405 ; 1/2  доллара. Багамы ; 2001 ;  ;  ;  ; 19 ; allur65 ; 91 
 5406 ; 10 долларов. Намбия ;  ;  ;  ; AU ; 23 ; SKeeper ; 159 
 5407 ; 100 гульденов. Суринам ; 1998 ;  ;  ; AU ; 22 ; allur65 ; 81 
 5408 ; 5 песо. Уругвай ;  ;  ;  ; AU ; 31 ; SKeeper ; 216 
 5409 ; 500 леоне. Сьерра- Леоне ; 1991 ;  ;  ; AU ; 19 ; Боня ; 222 
 5410 ; 1 песо. Доминикана ;  ;  ;  ;  ; 17 ; SKeeper ; 258 
 5411 ; 10 песо. Филиппины ; 1998 ;  ;  ; AU ; 11 ; СТРЕКОЗА ; 105 
 5412 ; 1 динар. Иордания ; 2016 ;  ;  ; AU ; 14 ; SvetaKZN ; 122 
 5413 ; Лот бон Африки (2 штуки) ;  ;  ;  ; AU ; 23 ; SKeeper ; 114 
 5414 ; 10 динаров. Ливия ;  ;  ;  ;  ; 21 ; SKeeper ; 308 
 5415 ; 5 марок. Германия ; 1917 ;  ;  ;  ; 20 ; Марек ; 104 
 5416 ; 5 крон. Швеция ; 1952 ;  ;  ;  ; 15 ; SKeeper ; 163 
 5417 ; 5 крон. Швеция ; 1959 ;  ;  ;  ; 34 ; Victor_161_ ; 193 
 5418 ; 10 крон. Швеция ; 1952 ;  ;  ;  ; 15 ; SKeeper ; 152 
 5419 ; 10 крон. Швеция ; 1954 ;  ;  ;  ; 26 ; tss ; 233 
 5420 ; 20 крон. Швеция ;  ;  ;  ;  ; 16 ; Ильдэбород ; 172 
 5421 ; 100 крон. Швеция ;  ;  ;  ;  ; 37 ; Ильдэбород ; 670 
 5422 ; 10 юаней. Китай ; 1941 ;  ;  ;  ; 20 ; Olimpia ; 663 
 5423 ; 1 доллар ; 1918 ;  ;  ;  ; 14 ; von_Schwarz ; 1156 
 5424 ; Бона иностранная. Азия ;  ;  ;  ;  ; 28 ; Ильдэбород ; 1275 
 5425 ; 2000 золотых таможенных юнитов. Китай ; 1947 ;  ;  ;  ; 17 ; nicknov ; 568 
 5426 ; 10 юаней. Китай ;  ;  ;  ;  ; 43 ; Capt2 ; 666 
 5427 ; 10 центов. Китай ; 1917 ;  ;  ;  ; 40 ; Ринго-2021 ; 4500 
 5428 ; 10 центов. KIANGSI ; 1934 ;  ;  ;  ; 25 ; von_Schwarz ; 1819 
 5429 ; Лот иностранных бон (2 штуки) Туркменистан ;  ;  ;  ;  ; 19 ; gdrg2 ; 159 
 5430 ; Лот иностранных бон (2 штуки)  Бразилия ;  ;  ;  ;  ; 10 ; SKeeper ; 102 
 5431 ; Лот иностранных бон (2 штуки)  Камбоджа ;  ;  ;  ;  ; 7 ; Andre2007 ; 92 
 5432 ; Лот иностранных бон (2 штуки)  Судан ;  ;  ;  ;  ; 21 ; Andre2007 ; 147 
 5433 ; Лот иностранных бон (2 штуки)  Гондурас ;  ;  ;  ; AU ; 10 ; Andre2007 ; 102 
 5434 ; Лот иностранных бон (2 штуки)  Индонезия ; 1992 ;  ;  ; XF ; 9 ; Анатольевич ; 96 
 5435 ; 1 йена ;  ;  ;  ;  ; 17 ; Сергей11 ; 239 
 5436 ; 1 доллар. Квантунг ; 1918 ;  ;  ;  ; 32 ; Ильдэбород ; 995 
 5437 ; 100 солей. Перу ;  ;  ;  ;  ; 34 ; Andre2007 ; 374 
 5438 ; 20000 лир. Турция ; 1970 ;  ;  ;  ; 20 ; Walkman ; 107 
 5439 ; 10 лир. Италия ;  ;  ;  ;  ; 42 ; Alexim ; 406 
 5440 ; 20000 долларов. Зимбабве ; 2005 ;  ;  ;  ; 31 ; posad ; 132 
 5441 ; 50 крон. Швеция ; 1960 ;  ;  ;  ; 23 ; SKeeper ; 555 
 5442 ; 5000 добра. Сан-Томе и Принсипи ; 2013 ;  ;  ;  ; 25 ; Andre2007 ; 113 
 5443 ; 20 песо. Мексика ; 1977 ;  ;  ;  ; 11 ; Andre2007 ; 113 
 5444 ; 10 йен ;  ;  ;  ;  ; 30 ; Andre2007 ; 123 
 5445 ; 1 млрд. пенго. Венгрия ; 1946 ;  ;  ;  ; 36 ; Andre2007 ; 365 
 5446 ; 200 квача. Малави ; 2017 ;  ;  ; AU ; 13 ; ARNO ; 115 
 5447 ; 20 квача. Малави ; 2017 ;  ;  ;  ; 19 ; Andre2007 ; 75 
 5448 ; 1000 франков. Гвинея ; 2017 ;  ;  ; AU ; 25 ; Декарт ; 138 
 5449 ; 5000 рупий. Индонезия ; 2016 ;  ;  ; XF ; 9 ; allur65 ; 110 
 5450 ; 1000 леоне. Сьерра-Леоне ;  ;  ;  ; AU ; 22 ; dimon-2007 ; 151 
 5451 ; 10 нгултрум. Бутан ;  ;  ;  ; AU ; 25 ; Andre2007 ; 87 
 5452 ; 20 франков. Люксембург ; 1966 ;  ;  ;  ; 28 ; kompman ; 459 
 5453 ; 5 марок. Германия ; 1917 ;  ;  ;  ; 13 ; Andre2007 ; 102 
 5454 ; 1 юань. Китай ; 1936 ;  ;  ;  ; 21 ; Ильдэбород ; 557 
 5355 ; 1 доллар. Канада ; 1967 ;  ;  ;  ; 28 ; Yustas69 ; 209 
 5356 ; 5000 лева. Болгария ; 1996 ;  ;  ;  ; 15 ; SKeeper ; 406 
 5357 ; 100 франков. Бурунди ; 2006 ;  ;  ; XF+ ; 12 ; Alexim ; 156 
 5358 ; 10 песо. Доминикана ; 2001 ;  ;  ;  ; 9 ; SKeeper ; 112 
 5359 ; 5 песо. Мексика ; 1971 ;  ;  ;  ; 35 ; Happy Lady ; 155 
 5360 ; 1 фунт. Англия ;  ;  ;  ;  ; 16 ; SKeeper ; 172 
 5361 ; 2 доллара. Сингапур ;  ;  ;  ;  ; 16 ; SKeeper ; 138 
 5362 ; 1 доллар. Сингапур ;  ;  ;  ;  ; 11 ; SKeeper ; 101 
 5363 ; 10 карбованцев ; 1942 ;  ;  ;  ; 42 ; Victor_161_ ; 367 
 5364 ; 25 центов. Канада ;  ;  ;  ;  ; 29 ; Ilya88 ; 313 
 5365 ; 20 марок. Германия ; 1914 ;  ;  ;  ; 38 ; Alexdav ; 340 
 5366 ; 20 марок. Германия ; 1915 ;  ;  ;  ; 27 ; Alexdav ; 340 
 5367 ; Лот иностранных бон (3 штуки) ;  ;  ;  ;  ; 18 ; alesjane ; 344 
 5368 ; 10 франков. Швейцария ; 2016 ;  ;  ; AU ; 20 ; Маратик ; 964 
 5369 ; 10 шиллингов. Бермуды ; 1947 ;  ;  ;  ; 29 ; alesjane ; 2875 
 5370 ; 2 доллара. Канада ; 1974 ;  ;  ;  ; 31 ; SKeeper ; 316 
 5371 ; 10 сукре. Эквадор ; 1988 ;  ;  ; AU ; 17 ; радимич ; 115 
 5372 ; 1000 ливров. Ливан ;  ;  ;  ; AU ; 13 ; allur65 ; 105 
 5373 ; 1000 ливров. Ливан ;  ;  ;  ; AU ; 17 ; ARNO ; 108 
 5374 ; 10000 ливров. Ливан ;  ;  ;  ; AU ; 18 ; SS2008 ; 363 
 5375 ; 20000 ливров. Ливан ;  ;  ;  ; AU ; 28 ; Ильдэбород ; 516 
 5376 ; 50000 ливров. Ливан ;  ;  ;  ; AU ; 41 ; Ильдэбород ; 2000 
 5377 ; 50 крон. Швеция ;  ;  ;  ;  ; 24 ; kompman ; 426 
 5378 ; 100 гривен. Украина ;  ;  ;  ;  ; 34 ; gdrg2 ; 381 
 5379 ; 20  сомони. Таджикистан ; 2018 ;  ;  ; AU ; 31 ; Ilya88 ; 283 
 5380 ; 50 сомони. Таджикистан ; 2018 ;  ;  ; AU ; 43 ; svv ; 720 
 5381 ; 500 фунтов. Сирия ; 2013 ;  ;  ; AU ; 38 ; ARNO ; 207 
 5382 ; 10 динаров. Тунис ; 2020 ;  ;  ;  ; 26 ; Happy Lady ; 802 
 5383 ; 20 рупий. Непал ;  ;  ;  ;  ; 24 ; 1gold ; 82 
 5384 ; 2 кина. Папуа ; 1991 ;  ;  ; AU ; 37 ; ivlian ; 104 
 5385 ; 1 рупия. Индонезия ; 1961 ;  ;  ; AU ; 21 ; Meshok ; 63 
 5386 ; 10 лек. Албания ; 1976 ;  ;  ; AU ; 17 ; SKeeper ; 137 
 5387 ; 10 рублей. Беларусь ; 2019 ;  ;  ; AU ; 37 ; Happy Lady ; 466 
 5388 ; 100 долларов. Японская оккупация ;  ;  ;  ; XF+ ; 47 ; dimcoin ; 462 
 5389 ; 20 долларов. Зимбабве ; 2019 ;  ;  ; AU ; 32 ; 1gold ; 176 
 5390 ; 2 доллара. Соломоновы О-ва ;  ;  ;  ; AU ; 22 ; stabah ; 135 
 5391 ; 10 бирр. Эфиопия ; 2020 ;  ;  ; AU ; 20 ; dimon-2007 ; 110 
 5392 ; 10 руфий. Мальдивы ; 1983 ;  ;  ;  ; 10 ; SKeeper ; 204 
 5393 ; 20 рупий. Шри-Ланка ; 1990 ;  ;  ; AU ; 15 ; SKeeper ; 163 
 5394 ; 100 байса. Оман ; 2020 ;  ;  ; AU ; 33 ; ИНТА ; 179 
 5395 ; 50 драм. Армения ; 1998 ;  ;  ; AU ; 23 ; gbp ; 96 
 5396 ; 50000 риалов. Иран ;  ;  ;  ; AU ; 23 ; posad ; 120 
 5397 ; 100000 риалов. Иран ;  ;  ;  ; AU ; 25 ; SKeeper ; 760 
 5398 ; 20 фунтов. Судан ; 2017 ;  ;  ; AU ; 16 ; allur65 ; 65 
 5399 ; 10 фунтов. Судан ; 2017 ;  ;  ; AU ; 26 ; allur65 ; 85 
 5400 ; 50 драхм. Греция ; 1978 ;  ;  ; AU ; 23 ; Гиви ; 183 
 5401 ; 10 кип. Лаос ;  ;  ;  ; AU ; 16 ; SvetaKZN ; 102 
 5402 ; 100 добра. Сан-Томе и Принсипи ; 2016 ;  ;  ; AU ; 42 ; pol75 ; 1062 
 5403 ; 2000 сом. Узбекистан ; 2021 ;  ;  ; AU ; 13 ; alex241 ; 199 
 5404 ; 1 доллар. Карибы ;  ;  ;  ;  ; 27 ; Happy Lady ; 612 
 5305 ; 10 крон. Эстония ; 1994 ;  ;  ; AU ; 33 ; Manul ; 204 
 5306 ; 20 лит. Литва ; 1993 ;  ;  ; AU ; 69 ; Хемуль ; 3958 
 5307 ; 100 талонов ; 1991 ; Литва ;  ; AU ; 42 ; Хемуль ; 1092 
 5308 ; 100000 рублей. Беларусь ; 1996 ;  ;  ; AU ; 74 ; Manul ; 430 
 5309 ; 50 драм. Армения ; 1993 ;  ;  ;  ; 35 ; dimon-2007 ; 227 
 5310 ; 100 вон. Корея ;  ;  ;  ;  ; 13 ; alekstos ; 354 
 5311 ; 50 франков. Франция ; 1944 ;  ;  ;  ; 28 ; salim ; 308 
 5312 ; 10 юаней ; 1935 ;  ;  ;  ; 18 ; Ильдэбород ; 210 
 5313 ; Лот бон (2 штуки) Китай ; 1930 ;  ;  ;  ; 33 ; nicknov ; 521 
 5314 ; 1 песо ; 1915 ;  ;  ;  ; 53 ; von_Schwarz ; 816 
 5315 ; 5 джао. Китай ; 1953 ;  ;  ; AU ; 23 ; МММ ; 3060 
 5316 ; 10 центов. Индокитай ;  ;  ;  ;  ; 5 ; Ильдэбород ; 212 
 5317 ; 5 песет. Египет ;  ;  ;  ;  ; 7 ; Capt2 ; 45 
 5318 ; Бона иностранная. Азия ;  ;  ;  ;  ; 20 ; ialaiola ; 126 
 5319 ; 10 франков. Марокко ; 1943 ;  ;  ;  ; 13 ; Bender Rodrigues ; 170 
 5320 ; 1 песо. Мексика ; 1914 ;  ;  ;  ; 17 ; alov ; 232 
 5321 ; 20 франков. Алжир ; 1943 ;  ;  ;  ; 7 ; SvetaKZN ; 207 
 5322 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 34 ; salim ; 421 
 5323 ; 50000 купонов. Грузия ; 1993 ;  ;  ; AU ; 35 ; Анатольевич ; 406 
 5324 ; 10000 купонов. Грузия ; 1993 ;  ;  ; AU ; 34 ; Анатольевич ; 239 
 5325 ; 50 купонов. Грузия ; 1993 ;  ;  ; AU ; 21 ; wiqi ; 153 
 5326 ; 5000 купонов. Грузия ; 1993 ;  ;  ; AU ; 15 ; Анатольевич ; 168 
 5327 ; 10 купонов. Грузия ; 1993 ;  ;  ; AU ; 16 ; Анатольевич ; 117 
 5328 ; 1 сум. Узбекистан (Литеры "АА" - плоские) ; 1992 ;  ;  ; AU ; 14 ; Бигль ; 69 
 5329 ; 20 лари. Грузия ; 2016 ;  ;  ; AU ; 49 ; 1505 ; 727 
 5330 ; 1 сом. Киргизия ;  ;  ;  ; XF ; 5 ; Анатольевич ; 30 
 5331 ; 3 тенге. Казахстан ; 1993 ;  ;  ; AU ; 10 ; SKeeper ; 55 
 5332 ; 100 песет. Испания ; 1928 ;  ;  ;  ; 24 ; shaxter2015 ; 199 
 5333 ; 100 песет. Испания ; 1931 ;  ;  ;  ; 30 ; дитрих11 ; 426 
 5334 ; 100 пенго. Венгрия ; 1930 ;  ;  ;  ; 9 ; Анатольевич ; 47 
 5335 ; 1 талон ; 1991 ; Литва ;  ; AU ; 21 ; Хемуль ; 126 
 5336 ; 3 талона ; 1991 ; Литва ;  ; AU ; 22 ; 2294508 ; 206 
 5337 ; 500 талонов ; 1992 ; Литва ;  ; AU ; 13 ; Анатольевич ; 130 
 5338 ; 1 талон ; 1992 ; Литва ;  ; AU ; 11 ; serg.g ; 46 
 5339 ; Лот бон Малайзии (2 штуки) ;  ;  ;  ;  ; 19 ; SKeeper ; 51 
 5340 ; 10 долларов . Гонконг ; 1992 ;  ;  ; XF+ ; 29 ; top1 ; 180 
 5341 ; 10 фунтов. Ирландия ; 1975 ;  ;  ;  ; 15 ; Vote ; 658 
 5342 ; 100 марок. Финляндия ; 1986 ;  ;  ; XF+ ; 16 ; ARNO ; 1036 
 5343 ; 100 марок. Финляндия ; 1957 ;  ;  ;  ; 18 ; Хемуль ; 255 
 5344 ; 50 марок. Финляндия ; 1977 ;  ;  ;  ; 22 ; Хемуль ; 765 
 5345 ; 5 марок. Финляндия ; 1963 ;  ;  ; AU ; 17 ; dimon-2007 ; 207 
 5346 ; 100 золотых таможенных юнитов. Китай ; 1930 ;  ;  ;  ; 55 ; Ильдэбород ; 600 
 5347 ; 5 юаней. Китай ; 1931 ;  ;  ;  ; 35 ; Ильдэбород ; 438 
 5348 ; 100 динар. Югославия ; 1929 ;  ;  ;  ; 19 ; kompman ; 138 
 5349 ; 10 млн. марок ; 1923 ;  ;  ;  ; 33 ; taa ; 179 
 5350 ; 5 млн. марок ; 1923 ;  ;  ;  ; 20 ; taa ; 140 
 5351 ; 20 динар. Югославия ; 1936 ;  ;  ;  ; 43 ; ice9 ; 665 
 5352 ; 50 рейхсмарок ;  ;  ;  ;  ; 17 ; dmivanych ; 224 
 5353 ; 1 доллар. Новая Зеландия ;  ;  ;  ;  ; 11 ; SKeeper ; 193 
 5354 ; 1 доллар. Фиджи ;  ;  ;  ;  ; 13 ; SKeeper ; 210 
 5255 ; Бона иностранная. Финляндия ;  ;  ;  ; AU ; 31 ; Tolik70 ; 101 
 5256 ; Бона иностранная. Корея ;  ;  ;  ; AU ; 9 ; Хим Химыч ; 101 
 5257 ; Бона иностранная. Сан - Топе и Принсипи ;  ;  ;  ; AU ; 26 ; слива ; 96 
 5258 ; Бона иностранная. Германия ;  ;  ;  ;  ; 11 ; у44 ; 99 
 5259 ; Бона иностранная. Нигерия ;  ;  ;  ;  ; 9 ; allur65 ; 101 
 5260 ; 50 рублей. Латвия ; 1992 ;  ;  ;  ; 17 ; Walkman ; 204 
 5261 ; 200 рублей. Латвия ; 1992 ;  ;  ;  ; 15 ; SKeeper ; 275 
 5262 ; 100 юаней ;  ;  ;  ;  ; 13 ; Shera ; 210 
 5263 ; 500 млн. динар ; 1993 ;  ;  ; AU ; 47 ; uhfvv7 ; 254 
 5264 ; 500 шекелей. Израиль ;  ;  ;  ; XF+ ; 31 ; Alexim ; 669 
 5265 ; 1 доллар. Тринидад и Тобаго ;  ;  ;  ; XF+ ; 18 ; allur65 ; 82 
 5266 ; 2 доллара. Сингапур ;  ;  ;  ;  ; 21 ; Alexim ; 168 
 5267 ; 20 лит. Литва ; 1997 ;  ;  ;  ; 23 ; SKeeper ; 864 
 5268 ; 1/2 динар. Бахрейн ;  ;  ;  ;  ; 20 ; stabah ; 184 
 5269 ; 10 рупий. Маврикий ;  ;  ;  ; AU ; 26 ; Alexim ; 251 
 5270 ; 1 млн. марок ; 1923 ;  ;  ;  ; 11 ; ВЯЗЪ ; 112 
 5271 ; 5000 динар. Македония ; 1992 ;  ;  ; XF ; 23 ; SKeeper ; 338 
