 2923 ; 20 центов Китай Квантунг ;  ;  ; Ag ; XF ; 17 ; shaxter2015 ; 592 
 2924 ; 2 крона. Швеция. 50 лет свадьбе ; 1907 ;  ; Ag ; VF-XF ; 28 ; Leshy77 ; 680 
 2925 ; 1/2 доллара. США Остров Мэн ; 1920 ;  ; Ag ; AU ; 48 ; orbis ; 7322 
 2926 ; 5 франков. Франция ; 1831 ;  ; Ag ; F ; 31 ; Cвятозар ; 941 
 2927 ; 2 кроны Норвегия ; 1906 ;  ; Ag ; VF ; 46 ; D-503 ; 4568 
 2928 ; 20 крейцеров Венгрия ; 1840 ;  ; Ag ; VF ; 23 ; sveta6369 ; 663 
 2929 ; 50 сен Япония ; 1923 ;  ; Ag ; VF+ ; 5 ; Capt2 ; 374 
 2930 ; 1/2 доллара. США ; 1836 ;  ; Ag ; VF+ ; 47 ; heavy_fly ; 5214 
 2931 ; 1/2 доллара США Иллинойс 100 лет ; 1918 ;  ; Ag ; XF ; 50 ; Sokolov ; 7036 
 2932 ; 5 франков Швейцария ; 1944 ;  ; Ag ; AU ; 24 ; irish2382 ; 1467 
 2933 ; 2 кроны Швеции ; 1907 ;  ; Ag ; VF ; 24 ; Leshy77 ; 677 
 2934 ; 1/2 доллара США 100 лет Арканзасу ; 1935 ;  ; Ag ; AU ; 63 ; pytin ; 8945 
 2935 ; 3 крейцера Баден ; 1867 ;  ; Ag ; XF ; 24 ; ZOLTAN 333 ; 527 
 2936 ; 20 центов Китай Квантунг ; 1929 ;  ; Ag ; XF ; 20 ; Capt2 ; 567 
 2937 ; 20 центов Китай ; 1929 ;  ; Ag ; AU/VF-XF ; 12 ; Capt2 ; 567 
 2938 ; 2 кроны Дания Смерть Кристиана IX и вступление на престол Фредерика VIII ; 1906 ;  ; Ag ; XF ; 32 ; svaf ; 1465 
 2939 ; 2 кроны Дания Смерть Фредерика VIII и вступление на престол Кристиана X ; 1912 ;  ; Ag ; XF+ ; 32 ; svaf ; 1502 
 2620 ; Лот монет СССР: 1 коп (2шт) ; 1924 ;  ; Cu ; F- ; 7 ; KoFeEkb ; 39 
 2621 ; Лот монет СССР: 20 коп (10шт) ; 1956 ;  ; Ni ; VF-XF ; 3 ; Монеты России ; 43 
 2622 ; Лот монет СССР: 20,15,10 коп (3шт) ; 1961 ;  ; Cu-Ni ; XF/AU ; 15 ; konstk2 ; 100 
 2623 ; Лот монет СССР: 3 коп (2шт) ; 1930,1932 ;  ; Br ; F-VF ; 12 ; Ok13 ; 22 
 2624 ; Лот монет Банка России: 25 рублей (5 шт.) Оружие Великой Победы ; 2020 ;  ; Cu-Ni ; XF+/AU ; 50 ; vjacha ; 688 
 2625 ; Лот монет СССР:  3коп (20шт) ; до 1961 ;  ; Br ; F-VF/VF ; 12 ; Мерен ; 185 
 2626 ; Лот монет Банка России: 10 рублей (3 шт.) Юбилейные ; 2010-2020 ;  ; Би/м ; AU ; 27 ; solo5 ; 55 
 2627 ; Лот монет Банка России: 10 рублей (3 шт.) Юбилейные ; 2010-2020 ;  ; Би/м ; AU ; 32 ; 462 ; 67 
 2628 ; Лот монет СССР: 15,5,3,2,1 копейка (6 шт.) ; 1938-1956 ;  ; Ni,Br ; VG/F ; 28 ; рихтеб ; 59 
 2629 ; Лот монет СССР: 10 коп (2шт) ; 1946,1948 ;  ; Ni ; F-VF ; 15 ; nikki999 ; 24 
 2630 ; Лот монет СССР: 3,2,1 коп (3шт) ; 1966 ;  ; Cu-Zn ; F-VF ; 16 ; Мерен ; 73 
 2631 ; Лот монет СССР: 3,2,1 коп (6шт) ; 1926-1954 ;  ; Br ; F+/VF ; 24 ; Мерен ; 83 
 2632 ; Лот монет Банк России: 5,10 руб (2шт). Аверс/Реверс ; 1993,1998 ;  ; Cu-Ni,St/Тш ; VF+ ; 7 ; Meshok ; 8 
 2633 ; Лот монет Банка России: 25 рублей (5 шт.) Оружие Великой Победы ; 2020 ;  ; Cu-Ni ; XF+/AU ; 38 ; vjacha ; 638 
 2854 ; 100 рублей. Беларусь. 15 лет дипломатическим отношениям Белоруссии и Китая. Сертификат ; 2007 ;  ; Au ; Proof ; 149 ; Вадим Старый ; 62334 
 2855 ; 20 франков. Франция. М-6,39г ; 1858 ;  ; Au ; VF-XF ; 48 ; sasha1001 ; 22960 
 2856 ; 20 франков. Франция. М-6,41г ; 1859 ;  ; Au ; XF- ; 39 ; sasha1001 ; 23233 
 2857 ; 12 долларов Либерия ; 2008 ;  ; Au ; Proof ; 40 ; Андерс ; 2380 
 2858 ; 10 долларов. Либерия. 25 лет Крюгеррэнду. Сертификат ; 2005 ;  ; Au ; Proof-Like ; 60 ; Андерс ; 2429 
 2859 ; 2 талера Бавария ; 1852 ;  ; Ag ; VF+ ; 58 ; Mihail.Sh ; 10109 
 2860 ; Талер. Бургау. Капсула PCGS ; 1767 ;  ; Ag ;  ; 40 ; refmtf ; 10767 
 2861 ; Талер. Бария ; 1769 ;  ; Ag ; VF+ ; 47 ; tretikov1983 ; 4776 
 2862 ; 1 далер. Швеция ; 1795 ;  ; Ag ; VF ; 32 ; нумизмат91 ; 8834 
 2863 ; Талер. Пруссия ; 1824A ;  ; Ag ; F ; 29 ; Voodoo people ; 2289 
 2864 ; Талер. Пруссия ; 1861 ;  ; Ag ; VF-XF ; 24 ; Moryak ; 2642 
 2865 ; Талер. Пруссия ; 1866 ;  ; Ag ; XF- ; 44 ; Regent21v ; 4517 
 2866 ; Талер. Пруссия. Гурт снята подвеска 12 часов ; 1871A ;  ; Ag ; F- ; 61 ; num ; 1086 
 2867 ; 1/2 талера. Регенсбург. Капсула PCGS ; 1754 ;  ; Ag ;  ; 56 ; nik2678 ; 9282 
 2868 ; 1/3 талера. Пруссия ; 1771 ;  ; Ag ; VF+ ; 41 ; lsp25 ; 1504 
 2869 ; 5 марок. Гамбург ; 1903 ;  ; Ag ; XF- ; 19 ; Regent21v ; 2017 
 2870 ; 5 марок. Германия. 1000-летие Рейнланда. В капсуле RNGA ; 1925A ;  ; Ag ; PF60 CAM ; 54 ; gusania ; 10204 
 2871 ; 5 марок Медальные Гинденбург Веймар Гурт крупно ; 1927D ;  ; Ag ; XF ; 18 ; MK1975 ; 2144 
 2872 ; 5 марок Медальные Гинденбург Веймар Гурт мелко ; 1927D ;  ; Ag ; XF ; 20 ; дитрих11 ; 2185 
 2873 ; 5 марок. Германия. Пауль фон Гинденбург. Гурт снята подвеска 12 часов ; 1935E ;  ; Ag ; F ; 45 ; tretikov1983 ; 384 
 2874 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 27 ; аndrius ; 506 
 2875 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 20 ; Eichhörnchen ; 488 
 2876 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 43 ; crocus ; 612 
 2877 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF+ ; 28 ; tretikov1983 ; 542 
 2878 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF+ ; 24 ; tretikov1983 ; 533 
 2879 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF ; 19 ; tretikov1983 ; 498 
 2880 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF+ ; 25 ; crocus ; 1022 
 2881 ; 5 марок. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 9 ; crocus ; 714 
 2882 ; 3 марки. Баден ; 1909G ;  ; Ag ; F+ ; 29 ; л842 ; 614 
 2883 ; 3 марки. Бавария ; 1912 ;  ; Ag ; XF ; 19 ; Galagan1978 ; 1115 
 2884 ; 3 марки. Пруссия ; 1912 ;  ; Ag ; VF+ ; 31 ; crocus ; 765 
 2885 ; 2 марки. Пруссия. 200-летие Пруссии: от Фридриха I до Вильгельма II. Заделано отверстие ; 1901 ;  ; Ag ; F ; 31 ; wv ; 327 
 2886 ; 2 марки Пруссия 200 лет Королевству ; 1901 ;  ; Ag ; AU ; 24 ; Копеечка ; 1292 
 2887 ; 2 марки Баден ; 1906 ;  ; Ag ; AU ; 34 ; ДУНКАН МАКЛАУД ; 1995 
 2888 ; 2 марки. Баден. Золотой юбилей свадьбы Фридриха и Луизы ; 1906 ;  ; Ag ; F+ ; 22 ; заяц побегаец ; 1258 
 2889 ; 2 марки Пруссия 90 лет принцу-регенту ; 1911D ;  ; Ag ; AU ; 46 ; Снежный Барс ; 2032 
 2570 ; Лот монет СССР: 15 коп (6шт) ; 1952-1957 ;  ; Ni ; VF/VF-XF ; 15 ; Meshok ; 73 
 2571 ; Лот монет Банка России: 5 рублей (3 шт.) Крымский мост ; 2019 ;  ; St/Ni ; AU ; 26 ; v1asov ; 105 
 2572 ; Лот монет СССР:  5коп (6шт) ; 1928-1946 ;  ; Br ; F-VF/VF ; 14 ; Moryak ; 510 
 2573 ; Лот монет СССР:  2коп (4шт) ; 1931-1935 ;  ; Br ; F-VF/VF ; 11 ; Meshok ; 134 
 2574 ; Лот монет Банка России (памятные) 10 руб (8шт) ; 2011-2014 ;  ; Би/м ; AU ; 13 ; ska ; 99 
 2575 ; Лот монет СССР: 10 коп (3шт) ; 1923,1925 ;  ; Ag ; VF-XF ; 39 ; PROFAN2020 ; 210 
 2576 ; Лот монет СССР: 15 коп (5шт) ; 1952-1957 ;  ; Ni ; VF ; 4 ; Чапай ; 21 
 2577 ; Лот монет Банка России  10 коп (100шт) ; 2015 ;  ; Cu/St ; AU ; 16 ; kvl9293 ; 116 
 2578 ; Лот монет СССР:  3коп (4шт) ; 1952-1957 ;  ; Br ; F-VF/VF ; 16 ; Нельсон ; 44 
 2579 ; Лот монет СССР:  3коп (4шт) ; 1946-1948,1949-1950 ;  ; Br ; F-VF/VF ; 15 ; Moryak ; 53 
 2580 ; Лот монет СССР (юбилейнве) 5,1 руб (6шт) ; 1970-1991 ;  ; Cu-Ni ; VF/XF ; 11 ; Вованыч ; 252 
 2581 ; Лот монет СССР: 2 коп (5шт) ; 1952-1957 ;  ; Br ; VF ; 9 ; Meshok ; 63 
 2582 ; Лот монет СССР (Олимпиада) 1 руб (6шт) ; 1977-1980 ;  ; Cu-Ni ; VF-XF ; 11 ; Вованыч ; 297 
 2583 ; Лот монет СССР: 1 коп (6шт) ; 1952-1957 ;  ; Br ; VF ; 28 ; Мерен ; 125 
 2584 ; Лот монет СССР: 20 коп (10шт) ; 1936 ;  ; Ni ; F-VF/VF ; 45 ; first ; 206 
 2585 ; Лот монет Банка России: 100 руб (10шт) ; 1993 ;  ; Cu-Ni ; AU ; 14 ; Монеты России ; 28 
 2586 ; Лот монет Банка России (70 лет победы) 10,5 руб (21шт) ; 2015,2014 ;  ; Ni/St Би/м ; AU ; 46 ; Ok13 ; 296 
 2587 ; Лот монет СССР: 2 коп (4шт) ; 1926-1930 ;  ; Br ; F-VF/VF ; 11 ; Мерен ; 55 
 2588 ; Лот монет СССР: 20 коп (6шт) ; 1949-1957 ;  ; Ni ; F-VF/VF-XF ; 10 ; Мерен ; 41 
 2589 ; Лот монет Банка России (юбилейные) 10 руб (2шт) ;  ;  ; Би/м ; VF-XF ; 25 ; ALEKCIH ; 63 
 2590 ; Лот монет СССР: 20 коп (6шт) ; 1932-1957 ;  ; Ni ; F+/VF+ ; 59 ; Мерен ; 331 
 2591 ; Лот монет СССР: 5,3 копейки (2 шт.) ; 1946-1954 ;  ; Br ; F/VF ; 8 ; drn137 ; 23 
 2592 ; Лот монет Банка России (Cочи-2014) 25 руб (6шт) ; 2011 ;  ; Cu-Ni ; AU ; 22 ; an78gg ; 171 
 2593 ; Лот монет СССР: 20 коп (10шт) ; 1953 ;  ; Ni ; VF/VF+ ; 27 ; SIA ; 102 
 2594 ; Лот монет СССР: 20 копеек (9 шт.) ; 1936-1957 ;  ; Ni ; F/VF ; 7 ; kuzmichevem ; 57 
 2595 ; Лот монет СССР: 20 коп (10шт) ; 1957 ;  ; Ni ; VF-XF ; 15 ; heavy_fly ; 223 
 2596 ; Лот монет СССР:  1коп (3шт) ; 1946-1949 ;  ; Br ; F-VF/VF ; 11 ; Meshok ; 147 
 2597 ; Лот монет Банка России (юбилейные) 2 руб (3шт) ; 2000,2012 ;  ; Cu-Ni ni/St ; VF/AU ; 9 ; apach ; 43 
 2598 ; Лот монет Банка России (Сочи-2014) 25 руб (9шт) ; 2011-2012 ;  ; Cu-Ni ; AU ; 11 ; $KoKoS$ ; 236 
 2599 ; Лот монет Банка России: 2 руб (юбилейные) 2шт ; 2000,2001 ;  ; Cu-Ni ; VF-XF ; 6 ; an17s ; 37 
 2600 ; Лот монет СССР: 10 коп (8шт) ; 1939-1962 ;  ; Ni,Cu-Ni ; VF+ ; 34 ; Мерен ; 255 
 2601 ; Лот монет СССР:  1 коп (12шт) ; 1980-1991 ;  ; Cu-Zn ; VF/XF ; 5 ; Копеечка ; 11 
 2602 ; Лот монет СССР: 1,2 коп (9шт) ; 1938-1968 ;  ; Cu-Zn,Br ; XF ; 19 ; Мерен ; 79 
 2603 ; Лот монет СССР:  3коп (4шт) ; 1928-1931 ;  ; Br ; F-VF/VF ; 9 ; Мерен ; 92 
 2604 ; Лот монет СССР: 15 коп (7шт) ; 1931-1962 ;  ; Ni,Cu-Ni ; VF-/XF ; 29 ; Мерен ; 169 
 2605 ; Лот монет СССР: 1 коп (9шт) ; 1961-1974 ;  ; Cu-Zn ; XF/XF+ ; 53 ; Vaserd ; 129 
 2606 ; Лот монет СССР (50 лет Советской власти) 1 руб, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; XF/AU ; 42 ; Oleg72 ; 473 
 2607 ; Лот монет СССР: 20 коп (10шт) ; 1954 ;  ; Ni ; VF-XF/VF ; 12 ; SIA ; 114 
 2608 ; Лот монет СССР:  3коп (4шт) ; 1936-1940 ;  ; Br ; F-VF/VF ; 14 ; alex7879 ; 63 
 2609 ; Лот монет СССР: 1,2,5 коп (4шт) ; 1928-1936 ;  ; Br ; F ; 9 ; 8888888АЛЕКС888888 ; 126 
 2610 ; Лот монет СССР: 20,3 коп (2шт) ; 1946 ;  ; Br Ni ; F-VF ; 3 ; aleks1753 ; 4 
 2611 ; Лот монет СССР: 1 руб, 50,20 коп (5шт) ; 1961-1967 ;  ; Cu-Ni ; VF+/XF ; 12 ; alex7879 ; 34 
 2612 ; Лот монет Банка России (юбилейные) 10 руб (6шт) ;  ;  ; Би/м ; AU ; 16 ; 462 ; 123 
 2613 ; Лот монет Банка России: 25 рублей (9 шт.) Оружие Великой Победы ; 2019 ;  ; Cu-Ni ; XF+/AU ; 60 ; vjacha ; 1041 
 2614 ; Лот монет Банка России (Гагарин) 2  руб (3шт) ; 2001 ;  ; Cu-Ni ; VF ; 12 ; an17s ; 53 
 2615 ; Лот монет СССР: 2 коп (12шт) ; 1961-1990 ;  ; Cu-Zn ; VF/AU ; 8 ; Нельсон ; 21 
 2616 ; Лот монет СССР: 20 коп (10шт) ; 1952 ;  ; Ni ; VF/VF+ ; 57 ; heavy_fly ; 346 
 2617 ; Лот монет Банк России: 2,10 руб (3шт) ; 1999,2005 ;  ; Cu-Ni,би/м ; VF+/XF+ ; 23 ; випколонок ; 236 
 2618 ; Лот монет СССР: 15 коп (6шт) ; 1952-1957 ;  ; Ni ; VF/AU ; 3 ; swarog ; 17 
 2619 ; Лот монет СССР: 10 коп (6шт) ; 1952-1957 ;  ; Ni ; VF/AU ; 13 ; Мерен ; 21 
 2520 ; Лот монет Банка России: 5,2 рубля (8 шт.) 200 лет победы в Отечественной войне 1812г. ; 2012 ;  ; St/Ni ; AU ; 22 ; mustang ; 62 
 2521 ; Лот монет Банк России: 10 руб (5шт) Юбилейные ; 2019-2020 ;  ; Би/м ; AU ; 57 ; vjacha ; 357 
 2522 ; Лот монет СССР: 15,10 копеек (4 шт.) ; 1948-1955 ;  ; Ni ; VF+ ; 13 ; cotangens ; 41 
 2523 ; Лот монет СССР: 5 коп (4шт) ; 1930-1953 ;  ; Br ; VF-/VF+ ; 45 ; Moryak ; 313 
 2524 ; Лот монет Банка России и СССР: 100,50,20,10,5,1 руб, 50,10 коп (18шт) ; 1991-1993 ;  ; Cu-Ni Cu-Zn Бим ; XF ; 9 ; випколонок ; 61 
 2525 ; Лот монет Банка России (юбилейные) 10 руб (2шт) ; 2011 ;  ; Би/м ; XF/AU ; 11 ; AlexRep ; 53 
 2526 ; Лот монет СССР (50лет Советской власти) 50,20,15,10 коп (4шт) ; 1967 ;  ; Cu-Ni ; VF ; 21 ; 3457896 ; 132 
 2527 ; Лот монет Банка России (юбилейные) 10 руб (10шт) ;  ;  ; Би/м ; AU ; 12 ; ska ; 155 
 2528 ; Лот монет Банка России (юбилейные) 10 руб (4шт) ;  ;  ; Би/м ; AU/XF ; 9 ; Матроскин ; 104 
 2529 ; Лот монет Банка России (юбилейные) 10 руб (5шт) ;  ;  ; Би/м ; VF-XF ; 9 ; Матроскин ; 112 
 2530 ; Лот монет Банка России (юбилейные) 10 руб (4шт) ;  ;  ; Би/м ; VF-XF ; 11 ; ska ; 133 
 2531 ; Лот монет Банка России (юбилейные) 10 руб (2шт) ;  ;  ; Би/м ; VF-XF ; 15 ; Holder31 ; 125 
 2532 ; Лот монет СССР: 20,15,5,2 копейки (18 шт.) ; 1939-1951 ;  ; Ni,Br ; VG/F ; 63 ; Rober ; 302 
 2533 ; Лот монет СССР: 20,15,10 копеек (3 шт.) ; 1932 ;  ; Ni ; VF ; 23 ; Мерен ; 143 
 2534 ; Лот монет Банка России (юбилейные) 10 руб (6шт) ;  ;  ; Би/м ; AU ; 13 ; Матроскин ; 121 
 2535 ; Лот монет СССР:  2 коп (12шт) ; 1926-1931 ;  ; Br ; F-VF/VF ; 12 ; Нельсон ; 101 
 2536 ; Лот монет Банка России (юбилейные) 10 руб (4шт) ;  ;  ; Би/м ; VF/XF ; 15 ; Матроскин ; 90 
 2537 ; Лот монет Банка России: 10 рублей (3 шт.) Юбилейные ; 2008-2020 ;  ; Би/м ; AU ; 24 ; ska ; 133 
 2538 ; Лот монет Банка России: 10 рублей (3 шт.) Юбилейные ; 2005-2020 ;  ; Би/м ; AU ; 24 ; Niko750 ; 100 
 2539 ; Лот монет СССР: 5,3,2,1 копейка (7 шт.) ; 1926-1956 ;  ; Br ; VF-/VF+ ; 7 ; Moryak ; 144 
 2540 ; Лот монет Банк России: 10 руб (3шт) Юбилейные ; 2019-2020 ;  ; Би/м ; AU ; 32 ; vjacha ; 94 
 2541 ; Лот монет СССР: 15 копеек (5 шт.) ; 1946 ;  ; Ni ; VG ; 3 ; Meshok ; 23 
 2542 ; Лот монет СССР: 20 копеек (9 шт.) ; 1946-1957 ;  ; Ni ; VF+/XF ; 16 ; Мерен ; 92 
 2543 ; Лот монет Банка России (ДГР): 10 руб (5шт) ;  ;  ; Би/м ; XF/AU ; 18 ; apach ; 264 
 2544 ; Лот монет Банка России 5 коп (50шт) ; 2000 ;  ; Cu-Ni ; VF/AU ; 7 ; AlexRep ; 67 
 2545 ; Лот монет СССР: 20 коп (10шт) ; 1955 ;  ; Ni ; VF/VF+ ; 7 ; Монеты России ; 79 
 2546 ; Лот монет Банка России (министерства) 10 руб (7шт) ; 2002 ;  ; Би/м ; AU ; 24 ; 💬 ; 863 
 2547 ; Лот монет Банка России (200 лет Отечественной войны) 2 руб (17шт) ; 2012 ;  ; Ni/St ; AU ; 33 ; solo5 ; 125 
 2548 ; Лот монет СССР (юбилейные) 1 руб (5шт) ; 1965-1977 ;  ; Cu-Ni ; VF/F-VF ; 13 ; Meshok ; 86 
 2549 ; Лот монет Банк России: 10 руб (9шт) Юбилейные ; 2012-2020 ;  ; Би/м ; AU ; 46 ; v1asov ; 438 
 2550 ; Лот монет СССР: 2,1 копейка (3 шт.) ; 1924 ;  ; Cu ; VG ; 13 ; marSal8Q ; 89 
 2551 ; Лот монет Банка России: 10 рублей (2 шт.) ; 2002,2003 ;  ; Би/м ; XF/AU ; 10 ; ska ; 134 
 2552 ; Лот монет СССР (50 лет Советской власти) 1 руб, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; F-VF ; 19 ; Вованыч ; 159 
 2553 ; Лот монет СССР: 1 коп (9шт) ; 1946-1956 ;  ; Br ; VF/XF ; 59 ; рихтеб ; 208 
 2554 ; Лот монет Банка России (регионы и памятные) 10 руб (6шт) ; 2015-2019 ;  ; Би/м ; AU ; 23 ; Mongoda ; 100 
 2555 ; Лот монет СССР: 3,2 копейки (3 шт.) ; 1956-1957 ;  ; Br ; VF+/XF ; 15 ; Meshok ; 76 
 2556 ; Лот монет СССР: 2,10 коп (9шт) ; 1967-1991 ;  ; Cu-Ni,Cu-Zn ; VF/AU ; 2 ; denegka ; 3 
 2557 ; Лот монет СССР: 2 коп (4шт) ; 1935-1957 ;  ; Br ; F ; 41 ; Meshok ; 71 
 2558 ; Лот монет СССР:  3коп (3шт) ; 1932-1934 ;  ; Br ; F-VF ; 9 ; first ; 139 
 2559 ; Лот монет СССР: 15 коп (7шт) ; 1952-1957 ;  ; Br ; VF/XF ; 3 ; arsenich-s ; 21 
 2560 ; Лот монет СССР: 20,15,5,3,2 копейки (10 шт.) ; 1931-1957 ;  ; Ni,Br ; F-/F+ ; 17 ; Meshok ; 101 
 2561 ; Лот монет СССР: 5,1 рубль (2 шт.) Юбилейные ; 1991 ;  ; Cu-Ni ; XF ; 9 ; kuzmichevem ; 147 
 2562 ; Лот монет СССР: 20 коп (6шт) ; 1952-1957 ;  ; Ni ; VF/VF-XF ; 12 ; Мерен ; 53 
 2563 ; Лот монет СССР: 1 коп (11шт) ; 1946-1957 ;  ; Br ; VF/XF ; 45 ; Копеечка ; 227 
 2564 ; Лот монет Банка России (РФ и ДГР) 10 руб (7шт) ; 2016-2019 ;  ; Би/м ; AU ; 15 ; ska ; 107 
 2565 ; Лот монет Банка России (юбилейные) 25 руб (5шт) ; 2011-2018 ;  ; Cu-Ni ; AU ; 7 ; an78gg ; 191 
 2566 ; Лот монет СССР: 15,10 копеек (6 шт.) ; 1946-1955 ;  ; Ni ; VF ; 22 ; Мерен ; 101 
 2567 ; Лот монет СССР (Олимпиада): 1 руб (4шт) ; 1977-1979 ;  ; Cu-Ni ; VF-XF/XF ; 5 ; Вованыч ; 166 
 2568 ; Лот монет СССР:  15коп (3шт) ; 1944-1950 ;  ; Ni ; VF ; 16 ; first ; 65 
 2569 ; Лот монет СССР 50,20,10 коп (3шт) ; 1967 ;  ; Cu-Ni ; VF ; 13 ; biv83 ; 58 
 2470 ; Россия 10 рублей, 2019 год. Вязьма, ММД. В буклете. Древние города ;  ;  ;  ;  ; 44 ; ФЛЕШ ; 143 
 2471 ; Россия 10 рублей, 2014 год. Нерехта. Костромская область. СПМД. В буклете ;  ;  ;  ;  ; 39 ; az717 ; 143 
 2472 ; Альбом монет Банка России (200 лет Отечественной войне) 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St Лат/St ; AU ; 49 ; 8888888АЛЕКС888888 ; 291 
 2473 ; Альбом монет Банка России 5,1 коп (56шт) ; 197-2014 ;  ; Cu-Ni ; XF/AU ; 35 ; Russman ; 239 
 2474 ; Альбом монет Банка России 5,10 руб (34шт) ; 1997-2019 ;  ; Лат/St Cu-Ni ; VF/AU ; 10 ; LEXAI ; 340 
 2475 ; Альбом монет Банка России 2,1 руб (61шт) ; 1997-2019 ;  ; Cu-Ni ; VF/AU ; 25 ; konstantin I ; 365 
 2476 ; Альбом монет Банка России 50,10 коп (70шт) ; 1997-2015 ;  ; Cu-Zn ; VF/AU ; 28 ; LEXAI ; 516 
 2477 ; Альбом монет Банка России (Севастополь и Керчь) 2 руб (2шт) ; 2017 ;  ; Ni/St ; AU ; 33 ; crocus ; 42 
 2478 ; Набор монет Банка России (РГО и РИО) 5 руб (2шт) ; 2015 ;  ; Ni/St ; AU ; 13 ; crocus ; 163 
 2479 ; Россия 10 рублей, 2015 год. Города воинской славы. Можайск. СПМД. В буклете ;  ;  ;  ;  ; 8 ; vborisevich1 ; 53 
 2480 ; Монета. Россия 25 рублей 2019 год, ММД. 75-летие полного освобождения Ленинграда от фашистской блокады. Буклет + жетон Дорога жизни. СПМД ;  ;  ;  ;  ; 34 ; ФЛЕШ ; 596 
 2481 ; Сувенирный буклет - За лучшее будущее. ММД. Россия 5 рублей, 2019 год. Крымский мост + жетон ;  ;  ;  ;  ; 44 ; an78gg ; 593 
 2482 ; Набор монет Банка России (города-герои) 2,10 руб (8шт) Пластиковая упаковка ; 2000 ;  ; Би/м Cu-Ni ; AU ; 33 ; 462 ; 1018 
 2483 ; Альбом монет Банка России (ФИФА) 25 руб (3шт) + Банкнота 100 рублей. ; 2018 ;  ; Cu-Ni ; AU ; 11 ; Abdolbi ; 230 
 2484 ; Альбом монет Банка России 25 руб (Сочи-2014) 4шт + банкнота ;  ;  ; Cu-Ni ; AU ; 29 ; Матроскин ; 296 
 2485 ; Альбом монет Банка России (города-герои) 2 руб (9шт) ; 2000,2017 ;  ; Cu-Ni Ni/St ; AU/VF ; 41 ; barbos ; 258 
 2486 ; Альбом монет СССР (50 лет Советской власти) 1 руб, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; F-VF ; 45 ; alex7879 ; 159 
 2487 ; Альбом монет Банка России (Освобождение Крыма): 5 руб (5шт) + банкнота ;  ;  ; Ni/St ; AU ; 23 ; LEXAI ; 167 
 2488 ; Альбом монет Банка России (Казань): 10 руб (2шт) ; 2013 ;  ; Лат/St ; AU ; 6 ; kadja20083 ; 23 
 2489 ; Альбом монет Банка России (Крым и Севастополь): 10 руб (2шт) ; 2014 ;  ; Лат/St ; AU ; 17 ; $KoKoS$ ; 125 
 2490 ; Альбом монет Банка России (Крым и Севастополь): 10 руб (2шт) ; 2014 ;  ; Лат/St ; AU ; 18 ; $KoKoS$ ; 126 
 2491 ; Набор монет Банка России (ФИФА) 25 руб (3шт) Буклет ; 2018 ;  ; Cu-Ni ; AU ; 10 ; $KoKoS$ ; 81 
 2492 ; Набор монет Банка России (Красноярск) 10 руб (2шт) Буклет ; 2018 ;  ; Лат/St ; AU ; 11 ; LEXAI ; 37 
 2493 ; Альбом монет Банка России (70 лет победы) 10 руб (3шт) ; 2015 ;  ; Би/м ; AU ; 11 ; antonio77 ; 44 
 2494 ; Альбом монет Банка России (оружие великой победы) 10,25 руб (15шт) ; 2019,2020 ;  ; Cu-Ni ; AU ; 80 ; barbos ; 1261 
 2495 ; Альбом монет Банка России (70 лет победы) 5,10 руб (21шт) ;  ;  ; Би/м Ni/St ; AU ; 34 ; shknikolay ; 322 
 2496 ; Альбом монет Банка России: 1,5 коп (52шт) ; 1997-2014 ;  ; Cu-Ni ; AU ; 39 ; yuri.gruzdev ; 223 
 2497 ; Россия 10 рублей, 2016 год. Города воинской славы. Петрозаводск. В буклете ;  ;  ;  ;  ; 18 ; vborisevich1 ; 53 
 2498 ; Россия 10 рублей, 2015 год. Города воинской славы. Хабаровск. СПМД. В буклете ;  ;  ;  ;  ; 25 ; antonio77 ; 58 
 2499 ; Набор монет Банка России:5, 2,1 руб 50,10,5,1 коп (7шт)+ жетон. Буклет ; 2009СПМД ;  ; Cu-Ni,Cu-Ni-St ; AU ; 37 ; Asandr ; 1530 
 2500 ; Лот монет Банк России: 10 руб (10шт) Юбилейные. В альбоме ; 2000-2019 ;  ; Би/м ; VF/AU ; 22 ; evgens1 ; 713 
 2501 ; Лот монет СССР: 15,10,5,3,2,1 копейка (6 шт.) + два жетона. Пластиковая упаковка вскрыта ; 1976 ;  ; Cu-Ni,Cu-Zn,Al ; AU ; 44 ; 💬 ; 492 
