 4159 ; 200000 карбованцев Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; Proof-like ; 5 ; Недорого ; 141 
 4160 ; 5 гривен Украина Красный крест ; 2018 ;  ; Cu-Ni ; AU ; 29 ; Вованыч ; 226 
 4161 ; 10 марок Финляндия ЕС ; 1995 ;  ; Би/м ; AU ; 8 ; SNL ; 227 
 4162 ; Мангир Турция ; 1687 ;  ; Cu ; F ; 21 ; Ибранец ; 147 
 4163 ; 1 лира Турция 150 лет суду ; 2012 ;  ; Би/м ; AU ; 46 ; tpls ; 160 
 4164 ; 100 драхм Греция ; 1998 ;  ; Al/Br ; AU ; 28 ; Копеечка ; 109 
 4165 ; 10 кэш Китай ; 1920 ;  ; Al/Br ; VF- ; 24 ; дилитант ; 136 
 4166 ; 20 кэш Китай ; 1919 ;  ; Br ; VF- ; 21 ; crocus ; 306 
 4167 ; 2 евро ;  ;  ; Би/м ; AU ; 6 ; Elena76 ; 158 
 4168 ; 2 евро ;  ;  ; Би/м ; AU ; 4 ; Elena76 ; 158 
 4169 ; 2 евро ;  ;  ; Би/м ; AU ; 4 ; Elena76 ; 158 
 4170 ; 2 евро ;  ;  ; Би/м ; AU ; 8 ; Elena76 ; 158 
 4171 ; 1 крона. Остров Мэн. 200 лет независимости Америки ; 1976 ;  ; Cu-Ni ; AU ; 16 ; GAV1970 ; 330 
 4172 ; Монетовидный жетон. 2. Словения. Сертификат ;  ;  ; Би/м ; AU ; 7 ; сморчок ; 34 
 4173 ; Набор монет Сан Марино: 2шт Упаковка ; 1987 ;  ; Ag ; AU ; 52 ; SpAi ; 1002 
 4174 ; 5 гривен. Коробка ; 2011 ; Чемпионат Европы по футболу 2012 ; Cu-Ni-Zn ; AU ; 27 ; михалыч_73 ; 423 
 4175 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2010 ;  ; Би/м,Лат,St/Cu ; AU ; 29 ; Moryak ; 4664 
 4176 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2011 ;  ; Би/м,Лат,St/Cu ; AU ; 22 ; lenohota ; 4164 
 4177 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2012 ;  ; Би/м,Лат,St/Cu ; AU ; 22 ; lenohota ; 4174 
 4178 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2013 ;  ; Би/м,Лат,St/Cu ; AU ; 27 ; саны4 ; 4151 
 4179 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2008 ;  ; Би/м,Лат,St/Cu ; AU ; 16 ; Moryak ; 4647 
 4180 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2007 ;  ; Би/м,Лат,St/Cu ; AU ; 17 ; Moryak ; 4986 
 4181 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2009 ;  ; Би/м,Лат,St/Cu ; AU ; 20 ; lenohota ; 4128 
 4182 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2005 ;  ; Би/м,St/Cu,Лат, ; AU ; 27 ; Besar ; 350 
 4183 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2006 ;  ; Би/м,St/Cu,Лат, ; AU ; 12 ; Besar ; 363 
 4184 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2007 ;  ; Би/м,St/Cu,Лат, ; AU ; 25 ; чириаз ; 500 
 4185 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2008 ;  ; Би/м,St/Cu,Лат, ; AU ; 28 ; чириаз ; 378 
 4186 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2009 ;  ; Би/м,St/Cu,Лат, ; AU ; 18 ; чириаз ; 359 
 4187 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Буклет ; 2012 ;  ; Би/м,St/Cu,Лат, ; AU ; 23 ; Besar ; 327 
 4188 ; Альбом монет США: 23шт ;  ;  ; Br ; VG/F ; 28 ; Степан_81 ; 352 
 4189 ; Набор монет США: 5 центов (5шт) ;  ;  ; Cu-Ni ; F-VF/AU ; 40 ; Malkoff ; 343 
 4090 ; 25 центов. Бельгия ; 1917 ;  ; Zn ; F+ ; 8 ; 8888888АЛЕКС888888 ; 20 
 4091 ; 2 пфеннига Веймар ; 1924 ;  ; Cu ; VF ; 19 ; Копеечка ; 59 
 4092 ; 1 сантим. Латвия ; 1932 ;  ; Br ; VF- ; 21 ; sts ; 105 
 4093 ; 500 марок Веймар ; 1923A ;  ; Al ; AU ; 17 ; Al1964 ; 94 
 4094 ; 5 марок. ГДР. Мейсен ; 1972 ;  ; Cu-Ni ; XF ; 6 ; arsenich-s ; 49 
 4095 ; 2 лева. Болгария. 1300 лет Болгарии - Георгий Димитров ; 1981 ;  ; Cu-Ni ; XF+ ; 8 ; crocus ; 129 
 4096 ; 0,50 лека. Албания ; 1940 ;  ; St ; XF ; 20 ; Руслан1981 ; 185 
 4097 ; 1 доллар. Белиз ; 2000 ;  ; Ni/Лат ; VF ; 5 ; Снежный Барс ; 53 
 4098 ; 10 центов. Восточная Африка ; 1928 ;  ; Br ; VF+ ; 7 ; crocus ; 117 
 4099 ; 5 сантим. Латвия ; 1922 ;  ; Br ; VF ; 10 ; SKeeper ; 35 
 4100 ; 5 гривен Украина Киевская роспись Буклет ; 2017 ;  ; Cu-Ni ; AU ; 15 ; aziya11 ; 247 
 4101 ; 5 гривен. Буклет ; 2017 ; 60 лет запуску первого спутника Земли ; Cu-Ni-Zn ; Unc ; 14 ; eugene67 ; 225 
 4102 ; 5 гривен Украина. Киев ; 2018 ;  ; Би/м ; AU ; 20 ; aziya11 ; 341 
 4103 ; 5 гривен Украина. Харьковская область ; 2017 ;  ; Би/м ; AU ; 16 ; aziya11 ; 317 
 4104 ; 5 гривен Украина. Крым ; 2018 ;  ; Би/м ; AU ; 28 ; aziya11 ; 365 
 4105 ; 5 гривен Украина. Севастополь ; 2018 ;  ; Би/м ; AU ; 19 ; Dinar02 ; 357 
 4106 ; 5 гривен Украина. Полтавская оласть ; 2017 ;  ; Би/м ; AU ; 17 ; aziya11 ; 281 
 4107 ; 5 гривен Украина. Черниговская обл ; 2017 ;  ; Би/м ; AU ; 22 ; aziya11 ; 310 
 4108 ; 5 гривен Украина. Днепропетровская обл ; 2017 ;  ; Би/м ; AU ; 29 ; aziya11 ; 329 
 4109 ; 5 гривен Украина. Судак ; 2012 ;  ; Cu-Ni ; AU ; 14 ; Sky2 ; 357 
 4110 ; 5 гривен Украина. ; 2015 ;  ; Cu-Ni ; AU ; 20 ; mkm1968 ; 301 
 4111 ; 5 гривен Украина. Автомобиль ; 2016 ;  ; Cu-Ni ; AU ; 9 ; Матроскин ; 232 
 4112 ; 5 гривен Украина. Водокрещение ; 2006 ;  ; Cu-Ni ; AU ; 10 ; Щука ; 206 
 4113 ; 5 гривен Украина. Чернигов ; 2007 ;  ; Cu-Ni ; AU ; 20 ; Sky2 ; 236 
 4114 ; 5 гривен Украина. Переяславль-Хмельницкий ; 2007 ;  ; Cu-Ni ; AU ; 11 ; Один54 ; 204 
 4115 ; 5 гривен Украина. ; 2019 ;  ; Cu-Ni ; AU ; 14 ; mkm1968 ; 258 
 4116 ; 5 гривен Украина. Театр Марии Заньковецкой ; 2017 ;  ; Cu-Ni ; AU ; 5 ; eugene67 ; 180 
 4117 ; 5 гривен Украина. Всемирный украинский конгресс ; 2017 ;  ; Cu-Ni ; AU ; 10 ; aziya11 ; 181 
 4118 ; 5 гривен Украина. ; 2019 ;  ; Cu-Ni ; AU ; 8 ; aziya11 ; 227 
 4119 ; 5 гривен Украина. Украинский Академический театр ; 2017 ;  ; Cu-Ni ; AU ; 9 ; Недорого ; 214 
 4120 ; 5 гривен Украина. Независимость ; 2006 ;  ; Cu-Ni ; AU ; 9 ; crocus ; 225 
 4121 ; 5 гривен Украина. Академическая капела ; 2019 ;  ; Cu-Ni ; AU ; 7 ; aziya11 ; 223 
 4122 ; 5 гривен Украина. "Морской старт ; 2019 ;  ; Cu-Ni ; AU ; 11 ; sibirian ; 301 
 4123 ; 5 гривен Украина. Замок паланок ; 2019 ;  ; Cu-Ni ; AU ; 9 ; crocus ; 228 
 4124 ; 5 гривен Украина. Одесская киностудия ; 2019 ;  ; Cu-Ni ; AU ; 10 ; aziya11 ; 181 
 4125 ; 5 гривен Украина. Фортеция ; 2018 ;  ; Cu-Ni ; AU ; 15 ; Dinar02 ; 301 
 4126 ; 5 гривен Украина. Академия Наук Украины ; 2018 ;  ; Cu-Ni ; AU ; 16 ; Dinar02 ; 206 
 4127 ; 5 гривен Украина. Галич ; 2017 ;  ; Cu-Ni ; AU ; 17 ; Копеечка ; 201 
 4128 ; 5 гривен Украина ЗУНР ; 2019 ;  ; Cu-Ni ; AU ; 9 ; smel ; 189 
 4129 ; 5 гривен Украина Год астрономии ; 2009 ;  ; Cu-Ni ; AU ; 5 ; eugene67 ; 180 
 4130 ; 5 гривен Украина Первый спутник Земли ; 2017 ;  ; Cu-Ni ; AU ; 9 ; crocus ; 267 
 4131 ; 5 гривен Украина Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 9 ; crocus ; 206 
 4132 ; 5 гривен Украина Спасо-Преображенский монастырь ; 2019 ;  ; Cu-Ni ; AU ; 7 ; crocus ; 206 
 4133 ; 2 гривны Украина Бой под крутами ; 1998 ;  ; Cu-Ni ; VF-XF ; 8 ; Shurmon ; 184 
 4134 ; 2 гривны Украина Лесь Курбас ; 2007 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 153 
 4135 ; 2 гривны Украина Алексей Погорелов ; 2019 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 153 
 4136 ; 2 гривны Украина Иван Айвазовский ; 2017 ;  ; Cu-Ni ; AU ; 9 ; crocus ; 235 
 4137 ; 2 гривны Украина Орлан-белохвост ; 2019 ;  ; Cu-Ni ; AU ; 9 ; aziya11 ; 223 
 4138 ; 2 гривны Украина Пантелеймон Кулиш ; 2019 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 153 
 4139 ; 2 гривны Украина Михаил Петренко ; 2017 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 153 
 4040 ; 2 лата Латвия ; 1999 ;  ; Би/м ; VF ; 16 ; Flagman ; 202 
 4041 ; 2 лата Латвия ; 1999 ;  ; Би/м ; VF ; 13 ; Flagman ; 202 
 4042 ; 25 марок Финляндия Лахти ; 2001 ;  ; Би/м ; AU ; 26 ; Недорого ; 512 
 4043 ; 2 хеллера Швейцария ; 1906 ;  ; Br ; AU ; 13 ; Flagman ; 523 
 4044 ; 10 крон Норвегия ; 2010 ;  ; Cu-Ni ; AU ; 12 ; Besar ; 124 
 4045 ; 10 крон Норвегия ; 2013 ;  ; Cu-Ni ; AU ; 9 ; sibirian ; 114 
 4046 ; 10 крон Норвегия ; 2008 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 110 
 4047 ; 25 марок Финляндия80 лет независимости ; 1997 ;  ; Би/м ; AU ; 23 ; irish2382 ; 512 
 4048 ; 5 фунтов Великобритания 100 лет ; 2001 ;  ; Cu-Ni ; AU ; 17 ; seva777 ; 577 
 4049 ; 5 гривен ; 2011 ; Чемпионат Европы по футболу 2012. Харьков ; Cu-Ni-Zn ; AU ; 55 ; ges ; 539 
 4050 ; 5 гривен ; 2011 ; Чемпионат Европы по футболу 2012. Львов ; Cu-Ni-Zn ; AU ; 36 ; михалыч_73 ; 398 
 4051 ; 5 гривен ; 2011 ; Чемпионат Европы по футболу 2012. Донецк ; Cu-Ni-Zn ; AU ; 28 ; михалыч_73 ; 410 
 4052 ; 5 гривен ; 2011 ; Чемпионат Европы по футболу 2012. Киев ; Cu-Ni-Zn ; AU ; 53 ; ges ; 549 
 4053 ; 1 цент. Канада ; 1886 ;  ; Br ; VG ; 5 ; valerdon ; 101 
 4054 ; 1 цент. Канада ; 1913 ;  ; Br ; F ; 9 ; дилитант ; 57 
 4055 ; 1 цент. Канада ; 1916 ;  ; Br ; VF ; 9 ; cr5400 ; 75 
 4056 ; 1 цент. Канада ; 1908 ;  ; Br ; F ; 5 ; дилитант ; 57 
 4057 ; 1 цент. Канада ; 1912 ;  ; Br ; VF+ ; 29 ; alex2016 ; 101 
 4058 ; 1 цент. Канада ; 1911 ;  ; Br ; VF+ ; 19 ; alex2016 ; 100 
 4059 ; 1 цент. Канада ; 1909 ;  ; Br ; F-VF ; 10 ; дилитант ; 57 
 4060 ; 1 цент. Канада ; 1917 ;  ; Br ; VF+ ; 21 ; cr5400 ; 89 
 4061 ; 1 цент. Канада ; 1914 ;  ; Br ; VF+ ; 17 ; alex2016 ; 101 
 4062 ; 1 цент. Канада ; 1918 ;  ; Br ; VF+ ; 8 ; л842 ; 101 
 4063 ; 1 цент. Канада ; 1915 ;  ; Br ; VF+ ; 5 ; cr5400 ; 77 
 4064 ; 1 цент. Канада ; 1906 ;  ; Br ; VF- ; 13 ; cr5400 ; 78 
 4065 ; 1 цент. Канада ; 1893 ;  ; Br ; VF- ; 21 ; cr5400 ; 186 
 4066 ; 1 цент. Канада ; 1882 ;  ; Br ; VF- ; 23 ; cr5400 ; 138 
 4067 ; 5 центов. Канада ; 1922 ;  ; Ni ; VF- ; 14 ; Rober ; 67 
 4068 ; 5 центов. Канада ; 1927 ;  ; Ni ; VF+ ; 8 ; cr5400 ; 68 
 4069 ; 5 центов. Канада ; 1928 ;  ; Ni ; F+ ; 13 ; cr5400 ; 45 
 4070 ; 1 пенни. Австралия ; 1924 ;  ; Br ; VF- ; 24 ; 1gold ; 95 
 4071 ; 5 эре Дания ; 1906 ;  ; Cu ; VF ; 8 ; Searcher ; 179 
 4072 ; 1 пенни. Австралия ; 1922 ;  ; Br ; VF ; 13 ; crocus ; 90 
 4073 ; 1/2 пенни. Австралия ; 1914 ;  ; Br ; VF+ ; 9 ; sergeb ; 164 
 4074 ; 25 сентимо Испания ; 1925 ;  ; Cu-Ni ; VF-XF ; 27 ; crocus ; 163 
 4075 ; 20 филлеров Венгрия ; 1914 ;  ; Cu-Ni ; AU ; 55 ; alien34 ; 423 
 4076 ; 1 пенни. Австралия ; 1931 ;  ; Br ; VF+ ; 30 ; orex ; 138 
 4077 ; 1 цент. Нидерландская Индия ; 1942 ;  ; Br ; XF ; 3 ; crocus ; 114 
 4078 ; 50 сантим. Латвия ; 1922 ;  ; Ni ; VF ; 11 ; rusin ; 42 
 4079 ; 2 динара. Югославия ; 1925 ;  ; Cu-Ni ; VF+ ; 34 ; Rober ; 65 
 4080 ; 5 пфенниг. Данциг ; 1932 ;  ; Al/Br ; XF- ; 23 ; дитрих11 ; 269 
 4081 ; 1 франк Французское Того ; 1924 ;  ; Al/Br ; VF ; 26 ; valerdon ; 150 
 4082 ; 10 сантимов. Люксембург ; 1901 ;  ; Cu-Ni ; XF ; 27 ; Moryak ; 328 
 4083 ; 5 эре Дания ; 1907 ;  ; Cu ; VF-XF ; 21 ; krugerrand ; 281 
 4084 ; 20 сенти. Литва ; 1925 ;  ; Al/Br ; VF- ; 14 ; alex241 ; 206 
 4085 ; 50 сантимов Латвия ; 1922 ;  ; Cu-Ni ; XF ; 6 ; Oleg72 ; 58 
 4086 ; 5 сенти. Литва ; 1925 ;  ; Al/Br ; VF+ ; 22 ; alex241 ; 237 
 4087 ; 5 сенти. Эстония ; 1931 ;  ; Br ; XF ; 25 ; Oleg72 ; 119 
 4088 ; 10 сенти. Эстония ; 1931 ;  ; Ni/Br ; VF+ ; 24 ; Oleg72 ; 114 
 4089 ; 1/2 кроны Дания ; 1924 ;  ; Al/Br ; VF ; 13 ; Leshy77 ; 105 
 3990 ; 1/2 анны. Индия ; 1943 ;  ; Al/Br ; XF+ ; 14 ; gusania ; 309 
 3991 ; 1/2 анны. Индия ; 1942 ;  ; Al/Br ; AU ; 28 ; gusania ; 104 
 3992 ; 1/2 пайсы. Индия ; 1940 ;  ; Br ; XF ; 9 ; игорь19 ; 79 
 3993 ; 1/12 анны. Индия ; 1939 ;  ; Br ; AU ; 9 ; crocus ; 92 
 3994 ; 1/12 анны. Индия ; 1923 ;  ; Br ; XF ; 9 ; игорь19 ; 65 
 3995 ; 1 пайса. Индия ; 1945 ;  ; Br ; XF ; 25 ; Plus ; 89 
 3996 ; 1 пайса. Индия ; 1943 ;  ; Br ; XF- ; 9 ; Platin ; 204 
 3997 ; 1/12 анны. Индия ; 1920 ;  ; Br ; XF+ ; 5 ; crocus ; 92 
 3998 ; 1/2 пайсы. Индия ; 1939 ;  ; Br ; XF ; 7 ; crocus ; 96 
 3999 ; 3 чентезими. Ломбардия-Венеция ; 1846 ;  ; Cu ; F ; 23 ; kornum ; 388 
 4000 ; Монета иностранная ; 1868 ;  ; Br ; VF+ ; 21 ; uxx ; 510 
 4001 ; 1/4 крейцера. Шварцбург-Рудольфштадт ; 1826 ;  ; Cu ; VF ; 25 ; игорь19 ; 360 
 4002 ; 1/4 стювера. Нидерландская Индия ; 1785 ;  ; Cu ; VF+ ; 31 ; игорь19 ; 380 
 4003 ; Дуит. Нидерландская Восточная Индия. Гельдерланд ; 1739 ;  ; Cu ; VF- ; 43 ; uxx ; 712 
 4004 ; 1/2 батз. Швейцария. Невшатель ; 1808 ;  ; Биллон ; VF- ; 26 ; alex62 ; 707 
 4005 ; 1 батз. Швейцария. Кантон Во ; 1828 ;  ; Биллон ; VF- ; 23 ; dmivanych ; 1009 
 4006 ; 2 1/2 раппен. Швейцария. Кантон Во ; 1816? ;  ; Биллон ; VF- ; 36 ; mkm1968 ; 617 
 4007 ; 1/2 батз. Швейцария. Невшатель ; 1791 ;  ; Биллон ; VF- ; 11 ; игорь19 ; 805 
 4008 ; 2 раппен. Швейцария. Кантон Швиц ; 1845 ;  ; Cu ; VF+ ; 13 ; игорь19 ; 614 
 4009 ; 1 раппен. Швейцария ; 1843 ;  ; Cu ; VF+ ; 18 ; uxx ; 714 
 4010 ; 2 марки. ФРГ ; 1977 ;  ; Cu-Ni ; VF+ ; 5 ; птичка16 ; 101 
 4011 ; 1/2 пенни. Британская Западная Африка ; 1920 ;  ; Cu-Ni ; VF ; 21 ; Leshy77 ; 70 
 4012 ; 100 лир. Ватикан ; 1977 ;  ; St ; AU ; 9 ; crocus ; 101 
 4013 ; 50 лир. Ватикан ; 1977 ;  ; St ; AU ; 9 ; crocus ; 101 
 4014 ; 1 цент. Канада. Нью-Брунсвик. Токен ; 1861 ;  ; Cu ; F ; 19 ; Снежный Барс ; 203 
 4015 ; 1/2 пенни. Канада. Монреаль. Токен ; 1844 ;  ; Cu ; VG ; 11 ; cr5400 ; 153 
 4016 ; 5 евро Финляндия ; 1996 ;  ; Би/м ; XF ; 32 ; Shundr ; 439 
 4017 ; 1 крейцер Австрия ; 1860 ;  ; Cu ; F-VF ; 15 ; franklin ; 51 
 4018 ; 20 стотинок Болгария ; 1952 ;  ; Ni-Латунь ; VF ; 17 ; antonkry ; 35 
 4019 ; 10 фенигов Босния и Герцоговина ; 2013 ;  ; Cu/St ; XF ; 15 ; ag58 ; 36 
 4020 ; 5 лепт Греция ; 1954 ;  ; Al ; VF ; 10 ; ag58 ; 57 
 4021 ; 50 сантимов Латвия ; 1922 ;  ; Ni ; VF ; 12 ; Sterh ; 45 
 4022 ; 1 цент Нидерланды ; 1939 ;  ; Br ; VF-XF ; 11 ; Sterh ; 30 
 4023 ; 10 сенти Эстония ; 1931 ;  ; Ni/Br ; VF ; 19 ; Степан_81 ; 62 
 4024 ; 5 гяпик Азербайджан ; 1993 ;  ; Al ; VF ; 20 ; vasilyi66 ; 80 
 4025 ; 5 афгани Афганистан ; 2004 ;  ; Латунь ; AU ; 5 ; crocus ; 57 
 4026 ; 5 филсов Ирак ; 1975 ;  ; St ; AU ; 34 ; Psyho ; 105 
 4027 ; 1 риал Иран ; 1971 ;  ; Cu-Ni ; VF+ ; 16 ; Sterh ; 22 
 4028 ; 5 филсов Йемен ; 1984 ;  ; Al ; VF ; 5 ; aaaaa1971 ; 57 
 4029 ; 5 мунгу Монголия ; 1945 ;  ; Al/Br ; VF ; 20 ; Степан_81 ; 151 
 4030 ; 25 байз Оман 45 лет Султанату Оман ; 2015 ;  ; Ni/St ; AU ; 11 ; crocus ; 123 
 4031 ; 1 сантим Алжир ; 1964 ;  ; Al ; AU ; 22 ; Plus ; 29 
 4032 ; 5/10 гирша Египет ; 1887 ;  ; Cu-Ni ; F-VF ; 12 ; Rober ; 38 
 4033 ; 1 цент Сейшеллы ; 2004 ;  ; Латунь ; XF ; 9 ; crocus ; 36 
 4034 ; 1 франк Французское Того ; 1924 ;  ; Al/Br ; VF ; 36 ; Sterh ; 302 
 4035 ; 1 шиллинг Уганда ; 1976 ;  ; Cu-Ni/St ; AU ; 25 ; crocus ; 157 
 4036 ; 1000 крузейро Бразилия ; 1993 ;  ; St ; AU ; 30 ; crocus ; 157 
 4037 ; 1 доллар Гайана ; 2012 ;  ; Cu/St ; XF ; 3 ; crocus ; 36 
 4038 ; 20 песо Мексика ; 1985 ;  ; Латунь ; VF-XF ; 5 ; птичка16 ; 36 
 4039 ; 10 гуарани Парагвай ФАО ; 1996 ;  ; Лат/St ; XF ; 16 ; ag58 ; 53 
 3940 ; 2 евро Финляндия ; 2005 ;  ; Би/м ; VF ; 14 ; Gast ; 158 
 3941 ; 1 доллар США Мэдисон ; 2007D ;  ; Cu-Ni-Zn ; XF ; 28 ; maximus8404 ; 130 
 3942 ; 2 евро. Италия Карабинеры ; 2014 ;  ; Би/м ; AU ; 12 ; stanislavfominyh ; 223 
 3943 ; 2 евро. Люксембург Герцогиня Шарлотта ; 2009 ;  ; Би/м ; AU ; 13 ; irish2382 ; 238 
 3944 ; 2 евро. Греция Эль Греко ; 2014 ;  ; Би/м ; AU ; 13 ; Psyho ; 220 
 3945 ; 2 евро. Франция 70 лет высадке в Нормандии ; 2014 ;  ; Би/м ; AU ; 10 ; nikkkk ; 220 
 3946 ; 2 евро. Испания Парк Гуэля ; 2014 ;  ; Би/м ; AU ; 14 ; MK1975 ; 218 
 3947 ; 2 евро. Финляндия Тапиовари ; 2014 ;  ; Би/м ; AU ; 10 ; stanislavfominyh ; 203 
 3948 ; 2 евро. Финляндия. 100 лет со дня рождения Туве Янссон ; 2014 ;  ; Би/м ; AU ; 11 ; stanislavfominyh ; 211 
 3949 ; 2 евро. Франция. 30 лет Дню музыки во Франции ; 2011 ;  ; Би/м ; XF+ ; 30 ; nikkkk ; 201 
 3950 ; 2 евро. Кипр. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 14 ; nikkkk ; 235 
 3951 ; 2 евро. Эстония. 200 лет открытию Антарктиды ; 2020 ;  ; Би/м ; AU ; 24 ; seva777 ; 254 
 3952 ; 2 евро. Греция. Олимпийские игры ; 2004 ;  ; Би/м ; XF ; 26 ; Матроскин ; 172 
 3953 ; 2 евро. Эстония. 100-летие Тартуского мирного договора между РСФСР и Эстонией ; 2020 ;  ; Би/м ; AU ; 9 ; Матроскин ; 194 
 3954 ; 2 евро. Латвия.  Земгале ; 2018 ;  ; Би/м ; AU ; 18 ; lestes ; 213 
 3955 ; 2 евро. Германия.  Монастырь Маульбронн, Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 21 ; aziya11 ; 202 
 3956 ; 2 евро. Эстония. 100 лет со дня рождения Пауля Кереса ; 2016 ;  ; Би/м ; AU ; 21 ; Alex1 ; 215 
 3957 ; 2 евро. Франция. Шарль де Голль ; 2020 ;  ; Би/м ; AU ; 6 ; Матроскин ; 204 
 3958 ; 1 евро. Испания ; 2018 ;  ; Би/м ; AU ; 10 ; Шерлок Холмс ; 79 
 3959 ; 1 пенни. Австралия ; 1936 ;  ; Br ; XF- ; 29 ; denegka ; 90 
 3960 ; 2 1/2 цента. Нидерландская Индия ; 1908 ;  ; Cu ; F- ; 28 ; Plus ; 63 
 3961 ; 6 пенсов. Южная Родезия ; 1951 ;  ; Cu-Ni ; XF- ; 15 ; svaf ; 74 
 3962 ; 2 1/2 гульдена. Нидерланды ; 1980 ;  ; Ni ; XF+ ; 20 ; Rober ; 42 
 3963 ; 1/4 анны. Британская Индия ; 1904 ;  ; Br ; VF-XF ; 7 ; sergeb ; 99 
 3964 ; 1/2 цента. Нидерландская Индия ; 1936 ;  ; Br ; VF-XF ; 13 ; crocus ; 63 
 3965 ; 1/4 анны. Британская Индия ; 1888 ;  ; Br ; XF- ; 3 ; sergeb ; 124 
 3966 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF+ ; 25 ; Oleg72 ; 100 
 3967 ; 1 флорин. Новая Зеландия ; 1948 ;  ; Cu-Ni ; VF ; 13 ; Sterh ; 79 
 3968 ; 1 лира. Италия ; 1924 ;  ; Ni ; VF ; 11 ; d-master ; 55 
 3969 ; 1/12 анны. Британская Индия ; 1925 ;  ; Br ; XF ; 19 ; Sterh ; 80 
 3970 ; 1/12 шиллинга. Джерси ; 1923 ;  ; Br ; XF- ; 18 ; калинов мост ; 109 
 3971 ; 2 фунта. Великобритания. 300 лет биллю о правах ; 1989 ;  ; Ni/Лат ; AU ; 15 ; crocus ; 271 
 3972 ; 1/4 анны. Британская Индия ; 1897 ;  ; Br ; VF ; 27 ; Leshy77 ; 75 
 3973 ; 1/2 кроны. Великобритания ; 1949 ;  ; Cu-Ni ; VF ; 16 ; valerdon ; 42 
 3974 ; 1 пфенниг. Брауншвейг-Вольфенбюттель ; 1828 ;  ; Cu ; VG ; 24 ; etwar55 ; 225 
 3975 ; 50 пенсов. Ирландия ; 1970 ;  ; Cu-Ni ; XF ; 15 ; Moryak ; 71 
 3976 ; 1 атт. Таиланд ; 1895 ;  ; Br ; F-VF ; 19 ; kornum ; 567 
 3977 ; 1/4 анны. Индия. Бомбей ; 1833 ;  ; Br ; F+ ; 26 ; Leshy77 ; 157 
 3978 ; 1 атт. Таиланд ; 1875 ;  ; Br ; VF+ ; 45 ; 1023oxana ; 765 
 3979 ; 10 кэш. Китай ; 1900-1906 ;  ; Br ; VF- ; 7 ; vladpsy ; 132 
 3980 ; 5 центов США ; 1941 ;  ; Cu-Ni ; VF-XF ; 17 ; 100 лет ; 62 
 3981 ; 1 шиллинг/10 центов Новая Зеландия ; 1967 ;  ; Cu-Ni ; VF-XF ; 14 ; Plus ; 37 
 3982 ; 25 сентаво. Филиппины ; 1966 ;  ; Cu-Ni ; XF+ ; 16 ; игорь19 ; 57 
 3983 ; 20 кэш. Китай ;  ;  ; Br ; VF ; 31 ; штурман ; 434 
 3984 ; 10 кэш. Китай ;  ;  ; Br ; VF ; 24 ; borissevt ; 227 
 3985 ; 10 кэш. Китай ;  ;  ; Br ; VF ; 24 ; shaxter2015 ; 184 
 3986 ; 50 кэш. Китай ;  ;  ; Br ; F ; 7 ; shaxter2015 ; 338 
 3987 ; 2 анны. Индия ; 1945 ;  ; Al/Br ; XF+ ; 32 ; gusania ; 423 
 3988 ; 1 анна. Индия ; 1945 ;  ; Al/Br ; XF+ ; 11 ; crocus ; 104 
 3989 ; 1 анна. Индия ; 1943 ;  ; Al/Br ; AU ; 18 ; gusania ; 309 
 3890 ; 10 лева Болгария ; 1943 ;  ; Cu-Ni ; XF ; 12 ; Руслан1981 ; 302 
